sentence,token,predicted_POS,predicted_NER
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##فو,noun,I-MISC
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,J,noun,B-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,D,verb,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,أي,noun,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,J,prep,B-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##a,noun,B-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##uc,noun,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##our,noun,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,ch,digit,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##e,digit,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##v,noun_prop,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##al,noun_prop,I-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,##ie,noun_prop,I-PERS
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,تري,verb,B-ORG
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,##فو,conj_sub,I-ORG
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,##ic,pron_dem,B-ORG
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,Tr,noun,B-LOC
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,##e,verb,B-LOC
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,##v,adj,I-ORG
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,##ou,prep,I-ORG
ويبدو أن هذا المصطلح كان مطابقًا في دلالته لمصطلح «الآداب الإنسانية» letters humanies كما يرد في معجم تريفو Dictionnaire de Trevoux الذي يعود إلى عام 1704م، ولا ينطوي على أي من الدلالات غير المستحبة التي تتضمنها صفة «belletistic» التي تستخدم اليوم للدلالة على المغالاة في تذوق الأدب لذاته استنادًا إلى ذاتية المتلقي من دون أخذ المعايير النقدية أو الأغراض الأخلاقية أو القيم الجمالية والفنية بالحسبان.,##x,noun,I-ORG
